#Nom de la gare^Type^Région^Latitude^Longitude
Montauban-Ville-Bourbon^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.01632^1.33882
Montaudran^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.57371^1.48000
Montaut-Bétharram^Gare Ferroviaire de Voyageurs^Aquitaine^43.12691^-0.19822
Montbard^Gare Ferroviaire de Voyageurs^Bourgogne^47.61872^4.33616
Montbarrey^Gare Ferroviaire de Voyageurs^Franche-Comté^47.03618^5.63630
Montbartier^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.92413^1.26457
Montbazon^Gare Ferroviaire de Voyageurs^Centre^47.29165^0.72151
Montbéliard^Gare Ferroviaire de Voyageurs^Franche-Comté^47.51036^6.80165
Montbeugny^Gare Ferroviaire de Voyageurs^Auvergne^46.53291^3.49246
Montbizot^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.15140^0.19075
Montbré^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.19381^4.03868
Montbrison^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.60505^4.07836
Montcaret^Gare Ferroviaire de Voyageurs^Aquitaine^44.85506^0.06265
Montceau-les-Mines^Gare Ferroviaire de Voyageurs^Bourgogne^46.67105^4.36205
Montchanin^Gare Ferroviaire de Voyageurs^Bourgogne^46.75902^4.48292
Montdauphin-Guillestre^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^44.67406^6.61559
Mont-de-Marsan^Gare Ferroviaire de Voyageurs^Aquitaine^43.88473^-0.50434
Mont-de-Terre^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.61784^3.09652
Montdidier^Gare Ferroviaire de Voyageurs^Picardie^49.64143^2.56189
Montélimar^Gare Ferroviaire de Voyageurs^Rhône-Alpes^44.55907^4.74469
Montendre^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.28060^-0.39605
Montereau^Gare Ferroviaire de Voyageurs^Ile de France^48.37959^2.94277
Montérolier-Buchy^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.60302^1.33486
Montescourt^Gare Ferroviaire de Voyageurs^Picardie^49.73781^3.25194
Montfavet^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.93265^4.87388
Montferrand-Thoraise^Gare Ferroviaire de Voyageurs^Franche-Comté^47.18483^5.90746
Montfort-l'Amaury-Mère^Gare Ferroviaire de Voyageurs^Ile de France^48.80278^1.81591
Montfort-le-Gesnois^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.04037^0.40566
Montfort-sur-Meu^Gare Ferroviaire de Voyageurs^Bretagne^48.13900^-1.94884
Montgeron-Crosne^Gare Ferroviaire de Voyageurs^Ile de France^48.70859^2.46160
Montgeroult-Courcelles^Gare Ferroviaire de Voyageurs^Ile de France^49.07990^2.00597
Monthermé^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.86554^4.74102
Montigny-Beauchamp^Gare Ferroviaire de Voyageurs^Ile de France^49.00778^2.19682
Montigny-en-Ostrevent^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.36146^3.18933
Montigny-sur-Loing^Gare Ferroviaire de Voyageurs^Ile de France^48.33651^2.73810
Montivilliers^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.54291^0.18960
Montlaur^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.47518^1.57806
Montlouis^Gare Ferroviaire de Voyageurs^Centre^47.39107^0.81675
Mont-Louis-La Cabanasse^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.50264^2.11673
Montluçon-Rimard^Gare Ferroviaire de Voyageurs^Auvergne^46.33648^2.61406
Montluçon-Ville^Gare Ferroviaire de Voyageurs^Auvergne^46.34048^2.59196
Montluel^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.84810^5.05867
Montmédy^Gare Ferroviaire de Voyageurs^Lorraine^49.52321^5.37127
Montmélian^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.50348^6.04263
Montmoreau^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.39831^0.13801
Montmorillon^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.41734^0.87377
Mont-Notre-Dame^Gare Ferroviaire de Voyageurs^Picardie^49.29667^3.57653
Montoir-de-Bretagne^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.32065^-2.16254
Montpaon^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.86587^3.10849
Montpellier^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.60584^3.88237
Montpon-Ménestérol^Gare Ferroviaire de Voyageurs^Aquitaine^45.00621^0.15945
Montrabé^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.64512^1.52407
Montréjeau-Gourdan-Polignan^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.07806^0.57355
Montreuil^Gare Ferroviaire de Voyageurs^Ile de France^48.80624^2.15220
Montreuil-Bellay^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.12577^-0.14829
Montreuil-sur-Ille^Gare Ferroviaire de Voyageurs^Bretagne^48.30633^-1.67426
Montreuil-sur-Mer^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.46612^1.76937
Montreuil-sur-Thérain^Gare Ferroviaire de Voyageurs^Picardie^49.38145^2.19967
Montreux-Vieux^Gare Ferroviaire de Voyageurs^Alsace^47.61738^7.02464
Montrichard^Gare Ferroviaire de Voyageurs^Centre^47.34381^1.17202
Montroc-le-Planet^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.99600^6.93442
Montrond-les-Bains^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.64443^4.24934
Montry-Condé^Gare Ferroviaire de Voyageurs^Ile de France^48.89094^2.82636
Monts (Indre-et-Loire)^Gare Ferroviaire de Voyageurs^Centre^47.28201^0.65474
Montsoult-Maffliers^Gare Ferroviaire de Voyageurs^Ile de France^49.06626^2.32275
Mont-St-Éloi^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.34200^2.66973
Mont-sur-Meurthe^Gare Ferroviaire de Voyageurs^Lorraine^48.56011^6.45014
Montsurs^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.14122^-0.55167
Montville^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.55105^1.06965
Moosch^Gare Ferroviaire de Voyageurs^Alsace^47.86059^7.05108
Morannes^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.73887^-0.41811
Morbier^Gare Ferroviaire de Voyageurs^Franche-Comté^46.54059^6.01725
Morcenx^Gare Ferroviaire de Voyageurs^Aquitaine^44.03408^-0.90858
Moret-Veneux-les-Sablons^Gare Ferroviaire de Voyageurs^Ile de France^48.37872^2.79963
Moreuil^Gare Ferroviaire de Voyageurs^Picardie^49.77689^2.47561
Morez^Gare Ferroviaire de Voyageurs^Franche-Comté^46.53026^6.02206
Morgny^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.52288^1.24740
Morhange^Gare Ferroviaire de Voyageurs^Lorraine^48.93670^6.65939
Morières-lès-Avignon^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.94230^4.90853
Morlaix^Gare Ferroviaire de Voyageurs^Bretagne^48.57799^-3.83276
Mormant^Gare Ferroviaire de Voyageurs^Ile de France^48.61392^2.88857
Morre^Gare Ferroviaire de Voyageurs^Franche-Comté^47.22621^6.06655
Mortcerf^Gare Ferroviaire de Voyageurs^Ile de France^48.78912^2.90772
Morteau^Gare Ferroviaire de Voyageurs^Franche-Comté^47.05369^6.60486
Mothern^Gare Ferroviaire de Voyageurs^Alsace^48.93463^8.16157
Motteville^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.63696^0.84569
Mouans-Sartoux^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.62068^6.97415
Mouchard^Gare Ferroviaire de Voyageurs^Franche-Comté^46.97681^5.80075
Moulin-Galant^Gare Ferroviaire de Voyageurs^Ile de France^48.58627^2.47345
Moulins-sur-Allier^Gare Ferroviaire de Voyageurs^Auvergne^46.56064^3.33897
Moulis-Listrac^Gare Ferroviaire de Voyageurs^Aquitaine^45.08408^-0.74461
Moult-Argences^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.11086^-0.18610
Mourmelon-le-Petit^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.13123^4.31773
Mouroux^Gare Ferroviaire de Voyageurs^Ile de France^48.81328^3.04471
Moustéru^Gare Ferroviaire de Voyageurs^Bretagne^48.50764^-3.24305
Moûtiers-Salins-Brides-les-Bains^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.48683^6.53004
Mouy-Bury^Gare Ferroviaire de Voyageurs^Picardie^49.32088^2.32622
Moyeuvre-Grande^Gare Ferroviaire de Voyageurs^Lorraine^49.24678^6.04388
Muhlbach-sur-Munster^Gare Ferroviaire de Voyageurs^Alsace^48.02454^7.08772
Muizon^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.27828^3.89108
Mulhouse-Dornach^Gare Ferroviaire de Voyageurs^Alsace^47.74675^7.30777
Mulhouse-Ville^Gare Ferroviaire de Voyageurs^Alsace^47.74199^7.34344
Mullerhof^Gare Ferroviaire de Voyageurs^Alsace^48.52464^7.31270
Munchhausen^Gare Ferroviaire de Voyageurs^Alsace^48.92398^8.14126
Mundolsheim^Gare Ferroviaire de Voyageurs^Alsace^48.64491^7.72112
Munster^Gare Ferroviaire de Voyageurs^Alsace^48.03825^7.13285
Munster-Badischhof^Gare Ferroviaire de Voyageurs^Alsace^48.03908^7.15274
Murat^Gare Ferroviaire de Voyageurs^Auvergne^45.10892^2.86905
Muret^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.46479^1.32417
Musée-d'Orsay^Gare Ferroviaire de Voyageurs^Ile de France^48.86004^2.32860
Mussidan^Gare Ferroviaire de Voyageurs^Aquitaine^45.03459^0.35386
Mutzig^Gare Ferroviaire de Voyageurs^Alsace^48.53367^7.46076
Naintré-les-Barres^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.75952^0.49607
Najac^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.22249^1.97657
Namps-Quevauvillers^Gare Ferroviaire de Voyageurs^Picardie^49.80809^2.10533
Nançois-Tronville^Gare Ferroviaire de Voyageurs^Lorraine^48.71787^5.29133
Nancy-Ville^Gare Ferroviaire de Voyageurs^Lorraine^48.69000^6.17382
Nangis^Gare Ferroviaire de Voyageurs^Ile de France^48.56127^3.01290
Nanterre-Université^Gare Ferroviaire de Voyageurs^Ile de France^48.90151^2.21517
Nantes^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.21677^-1.54296
Nanteuil-le-Haudouin^Gare Ferroviaire de Voyageurs^Picardie^49.14258^2.79427
Nanteuil-Saâcy^Gare Ferroviaire de Voyageurs^Ile de France^48.97390^3.22019
Nantiat^Gare Ferroviaire de Voyageurs^Limousin^46.00589^1.15599
Narbonne^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.19087^3.00578
Naucelle^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.18551^2.36337
Neau^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.15745^-0.47655
Négrondes^Gare Ferroviaire de Voyageurs^Aquitaine^45.34613^0.86126
Nemours-St-Pierre^Gare Ferroviaire de Voyageurs^Ile de France^48.26810^2.68561
Nérondes^Gare Ferroviaire de Voyageurs^Centre^46.99955^2.82259
Nerpuy^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.78351^0.52545
Nesle (Somme)^Gare Ferroviaire de Voyageurs^Picardie^49.76405^2.90937
Neufchâteau^Gare Ferroviaire de Voyageurs^Lorraine^48.35714^5.68936
Neufchâtel-Hardelot^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.62356^1.64272
Neuillé-Pont-Pierre^Gare Ferroviaire de Voyageurs^Centre^47.55823^0.56444
Neuilly-lès-Dijon^Gare Ferroviaire de Voyageurs^Bourgogne^47.28177^5.11080
Neuilly-Porte-Maillot^Gare Ferroviaire de Voyageurs^Ile de France^48.87788^2.28466
Neuilly-St-Front^Gare Ferroviaire de Voyageurs^Picardie^49.18732^3.27111
Neussargues^Gare Ferroviaire de Voyageurs^Auvergne^45.12530^2.97842
Neuves-Maisons^Gare Ferroviaire de Voyageurs^Lorraine^48.61484^6.10795
Neuvic (Dordogne)^Gare Ferroviaire de Voyageurs^Aquitaine^45.09979^0.44514
Neuville-sur-Sarthe^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.07028^0.19968
Neuville-Université^Gare Ferroviaire de Voyageurs^Ile de France^49.01344^2.07847
Neuvy-Pailloux^Gare Ferroviaire de Voyageurs^Centre^46.88223^1.86189
Nevers^Gare Ferroviaire de Voyageurs^Bourgogne^46.98754^3.15041
Nevers-Le Banlay^Gare Ferroviaire de Voyageurs^Bourgogne^47.00682^3.16361
Nexon^Gare Ferroviaire de Voyageurs^Limousin^45.69164^1.17801
Nézel-Aulnay^Gare Ferroviaire de Voyageurs^Ile de France^48.93852^1.84067
Nice-Riquier^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.70594^7.29030
Nice-St-Augustin^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.67114^7.21731
Nice-St-Roch^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.71609^7.28777
Nice-Ville^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.70483^7.26199
Niederbronn-les-Bains^Gare Ferroviaire de Voyageurs^Alsace^48.95236^7.63380
Nieppe^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.69658^2.82911
Nieul (Haute-Vienne)^Gare Ferroviaire de Voyageurs^Limousin^45.92772^1.17218
Nîmes^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.83229^4.36584
Niolon^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.34023^5.25720
Niort^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.31935^-0.45438
Nissan^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.29548^3.11668
Niversac^Gare Ferroviaire de Voyageurs^Aquitaine^45.13826^0.80830
Noeux^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.48301^2.67470
Nogent-l'Artaud-Charly^Gare Ferroviaire de Voyageurs^Picardie^48.96877^3.32295
Nogent-Le Perreux^Gare Ferroviaire de Voyageurs^Ile de France^48.83844^2.49436
Nogent-le-Rotrou^Gare Ferroviaire de Voyageurs^Centre^48.32592^0.81035
Nogent-sur-Seine^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.49784^3.49373
Nogent-sur-Vernisson^Gare Ferroviaire de Voyageurs^Centre^47.85285^2.73765
Nointel-Mours^Gare Ferroviaire de Voyageurs^Ile de France^49.13281^2.28003
Noirétable^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.81645^3.76147
Noirterre^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.86957^-0.39617
Noisy-le-Roi^Gare Ferroviaire de Voyageurs^Ile de France^48.84149^2.06163
Noisy-le-Sec^Gare Ferroviaire de Voyageurs^Ile de France^48.89679^2.46072
Noizay^Gare Ferroviaire de Voyageurs^Centre^47.40971^0.89624
Nomain^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.50255^3.20644
Nomain-Ouvignies^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.50326^3.23146
Nonancourt^Gare Ferroviaire de Voyageurs^Haute-Normandie^48.77582^1.19227
Nonant-le-Pin^Gare Ferroviaire de Voyageurs^Basse-Normandie^48.70363^0.21981
Nortkerque^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.88298^2.02251
La Norville Saint-Germain les Arpajon^Gare Ferroviaire de Voyageurs^Ile de France^48.59185^2.26738
Notre-Dame-de-Briançon^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.53860^6.46901
Notre-Dame-d'Oé^Gare Ferroviaire de Voyageurs^Centre^47.45973^0.70825
Nouan-le-Fuzelier^Gare Ferroviaire de Voyageurs^Centre^47.53390^2.03275
Nouvion-sur-Meuse^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.69698^4.79495
Nouzonville^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.81219^4.74271
Novéant^Gare Ferroviaire de Voyageurs^Lorraine^49.02738^6.05239
Novillars^Gare Ferroviaire de Voyageurs^Franche-Comté^47.28400^6.13323
Noyal-Acigné^Gare Ferroviaire de Voyageurs^Bretagne^48.11873^-1.52854
Noyelles^Gare Ferroviaire de Voyageurs^Picardie^50.18702^1.70455
Noyen^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.87477^-0.09915
Noyon^Gare Ferroviaire de Voyageurs^Picardie^49.57683^3.00571
Nozières-Brignon^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.97583^4.20741
Nuces^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.44111^2.44140
Nuits-sous-Ravières^Gare Ferroviaire de Voyageurs^Bourgogne^47.72920^4.21126
Nuits-St-Georges^Gare Ferroviaire de Voyageurs^Bourgogne^47.13067^4.95621
Nurieux^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.18448^5.52916
Nyers^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.54300^2.26252
Obermodern^Gare Ferroviaire de Voyageurs^Alsace^48.84239^7.54771
Obernai^Gare Ferroviaire de Voyageurs^Alsace^48.46187^7.48898
Objat^Gare Ferroviaire de Voyageurs^Limousin^45.26524^1.40688
Oderen^Gare Ferroviaire de Voyageurs^Alsace^47.91135^6.97353
Oermingen^Gare Ferroviaire de Voyageurs^Alsace^49.00104^7.13185
Ogeu-les-Bains^Gare Ferroviaire de Voyageurs^Aquitaine^43.15387^-0.50780
Oissel^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.34310^1.10198
Oisy-le-Verger^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.25659^3.15753
Olette-Canaveilles-les-Bains^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.55495^2.27340
Ollioules-Sanary-sur-Mer^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.12243^5.82488
Olonne-sur-Mer^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.54875^-1.76740
Oloron-Ste-Marie^Gare Ferroviaire de Voyageurs^Aquitaine^43.19502^-0.61226
Ondres^Gare Ferroviaire de Voyageurs^Aquitaine^43.56886^-1.45715
Onville^Gare Ferroviaire de Voyageurs^Lorraine^49.01333^5.97904
Onzain^Gare Ferroviaire de Voyageurs^Centre^47.49187^1.18611
Orange^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^44.13740^4.81971
Orangis-Bois-de-l'Épine^Gare Ferroviaire de Voyageurs^Ile de France^48.63622^2.40998
Orchamps (Jura)^Gare Ferroviaire de Voyageurs^Franche-Comté^47.15017^5.65885
Orchies^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.47729^3.24940
Orgerus-Béhoust^Gare Ferroviaire de Voyageurs^Ile de France^48.82683^1.70198
Orgon^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.78590^5.04526
Origny-en-Thiérache^Gare Ferroviaire de Voyageurs^Picardie^49.89074^4.02436
Orléans^Gare Ferroviaire de Voyageurs^Centre^47.90815^1.90475
Orly-Ville^Gare Ferroviaire de Voyageurs^Ile de France^48.74284^2.40186
Ormoy-Villers^Gare Ferroviaire de Voyageurs^Picardie^49.20090^2.83813
Orry-la-Ville-Coye^Gare Ferroviaire de Voyageurs^Picardie^49.13897^2.48951
Ors^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.10339^3.62691
Orthez^Gare Ferroviaire de Voyageurs^Aquitaine^43.48316^-0.76767
Osny^Gare Ferroviaire de Voyageurs^Ile de France^49.06263^2.05916
Osséja^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.42145^1.98238
Ossès-St-Martin-d'Arrossa^Gare Ferroviaire de Voyageurs^Aquitaine^43.23532^-1.30510
Ossun^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.18342^-0.02126
Ostricourt^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.44533^3.03181
Oudon^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.34306^-1.29166
Ouges^Gare Ferroviaire de Voyageurs^Bourgogne^47.25578^5.07282
Oulchy-Breny^Gare Ferroviaire de Voyageurs^Picardie^49.18726^3.35237
Oullins^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.71731^4.81351
Ourscamps^Gare Ferroviaire de Voyageurs^Picardie^49.53395^2.95382
Oyonnax^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.25957^5.65293
Ozoir-la-Ferrière^Gare Ferroviaire de Voyageurs^Ile de France^48.77052^2.69042
Pagny^Gare Ferroviaire de Voyageurs^Bourgogne^47.04664^5.20134
Pagny-sur-Meuse^Gare Ferroviaire de Voyageurs^Lorraine^48.69670^5.73394
Pagny-sur-Moselle^Gare Ferroviaire de Voyageurs^Lorraine^48.98523^6.02533
Paimpol^Gare Ferroviaire de Voyageurs^Bretagne^48.77559^-3.04894
Palinges^Gare Ferroviaire de Voyageurs^Bourgogne^46.55495^4.20791
Pamiers^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.11621^1.61972
Pamproux^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.39981^-0.05197
Pantin^Gare Ferroviaire de Voyageurs^Ile de France^48.89807^2.40028
Paray-le-Monial^Gare Ferroviaire de Voyageurs^Bourgogne^46.44635^4.11536
Parc-des-Expositions^Gare Ferroviaire de Voyageurs^Ile de France^48.97343^2.51390
Parempuyre^Gare Ferroviaire de Voyageurs^Aquitaine^44.94381^-0.61954
Parent-Coudes-Champeix^Gare Ferroviaire de Voyageurs^Auvergne^45.61424^3.21698
Paris-Austerlitz^Gare Ferroviaire de Voyageurs^Ile de France^48.84049^2.36702
Paris-Austerlitz (Banlieue)^Gare Ferroviaire de Voyageurs^Ile de France^48.84049^2.36702
Paris-Bercy^Gare Ferroviaire de Voyageurs^Ile de France^48.84019^2.38467
Paris-Est^Gare Ferroviaire de Voyageurs^Ile de France^48.87760^2.35914
Paris-Gare-de-Lyon^Gare Ferroviaire de Voyageurs^Ile de France^48.84385^2.37469
Paris-Gare-de-Lyon (Banlieue)^Gare Ferroviaire de Voyageurs^Ile de France^48.84414^2.37400
Paris-Nord-Surface^Gare Ferroviaire de Voyageurs^Ile de France^48.88164^2.35614
Paris-Montparnasse^Gare Ferroviaire de Voyageurs^Ile de France^48.82668^2.30278
Paris-Nord^Gare Ferroviaire de Voyageurs^Ile de France^48.88164^2.35483
Paris-Nord-Souterraine^Gare Ferroviaire de Voyageurs^Ile de France^48.88164^2.35614
Paris-St-Lazare^Gare Ferroviaire de Voyageurs^Ile de France^48.87645^2.32400
Paris-Vaugirard^Gare Ferroviaire de Voyageurs^Ile de France^48.83741^2.31588
Parsac-Gouzon^Gare Ferroviaire de Voyageurs^Limousin^46.19831^2.17420
Saint-Sébastien Pas Enchantés^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.20699^-1.51126
Pas-des-Lanciers^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.41189^5.25267
Pau^Gare Ferroviaire de Voyageurs^Aquitaine^43.29147^-0.36946
Pauillac^Gare Ferroviaire de Voyageurs^Aquitaine^45.20359^-0.75563
Champagnole Paul Emile Victor^Gare Ferroviaire de Voyageurs^Franche-Comté^46.74255^5.91979
Paulhaguet^Gare Ferroviaire de Voyageurs^Auvergne^45.21016^3.50038
Pavilly-Station^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.56453^0.95059
Peille^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.79160^7.37993
Peillon-Ste-Thècle^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.76779^7.36649
Peltre^Gare Ferroviaire de Voyageurs^Lorraine^49.07437^6.22075
Penhoët^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.29025^-2.20074
Penne (Lot-et-Garonne)^Gare Ferroviaire de Voyageurs^Aquitaine^44.37996^0.80302
Penthièvre^Gare Ferroviaire de Voyageurs^Bretagne^47.55825^-3.13321
Péreire-Levallois^Gare Ferroviaire de Voyageurs^Ile de France^48.88518^2.29806
Pérenchies^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.66701^2.97716
Périgueux^Gare Ferroviaire de Voyageurs^Aquitaine^45.18717^0.70718
Périgueux-St-Georges^Gare Ferroviaire de Voyageurs^Aquitaine^45.17840^0.73366
Pernes-Camblain^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.48011^2.43098
Pérols^Gare Ferroviaire de Voyageurs^Limousin^45.58465^1.97764
Perpignan^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.69608^2.87962
Perrignier^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.30338^6.42493
Pers^Gare Ferroviaire de Voyageurs^Auvergne^44.88760^2.24023
Persan-Beaumont^Gare Ferroviaire de Voyageurs^Ile de France^49.14815^2.27909
Pertuis^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.68458^5.50303
Pessac^Gare Ferroviaire de Voyageurs^Aquitaine^44.80441^-0.63178
Petit-Coeur-la-Léchère^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.52171^6.48412
Petit-Croix^Gare Ferroviaire de Voyageurs^Franche-Comté^47.61010^6.99463
Petit-Jouy-Les Loges^Gare Ferroviaire de Voyageurs^Ile de France^48.76833^2.14765
Petit-Réderching^Gare Ferroviaire de Voyageurs^Lorraine^49.04947^7.29991
Petit-Vaux^Gare Ferroviaire de Voyageurs^Ile de France^48.67738^2.33085
Pexiora^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.26725^2.03246
Peyrehorade^Gare Ferroviaire de Voyageurs^Aquitaine^43.54686^-1.11577
